# 1_SENT_FILE_NAME  2_PARAGRAPH_NUMBER  3_SENT_IN_PARAGR  4_CONFIDENCE_VALUE_IN_PERCENT  5_SENT_NUMBER_IN_BOOK 6_SENT_TXT_BOOK  7_SENT_TXT_REC  8_SENT_TXT_LAB
chp01_00001	0001	1/1	100.00	00001	This is a Librivox recording.	this is a librivox recording	This is a Librivox recording
-	0011	7/10	0.00	00018	IT WOULD CONTAIN AUSTRIA FOUR TIMES, GERMANY OR SPAIN FIVE TIMES, FRANCE SIX TIMES, THE BRITISH ISLANDS OR ITALY TEN TIMES.	#empty#	#empty#
chp01_00012	0011	8/10	1.89	00019	Conceptions formed from the river-basins of Western Europe are rudely shocked when we consider the extent of the valley of the Mississippi; nor are those formed from the sterile basins of the great rivers of Siberia, the lofty plateaus of Central Asia, or the mighty sweep of the swampy Amazon more adequate.	are was got in company eighteen eighty	are was got in company eighteen eighty
-	0011	9/10	0.00	00020	Latitude, elevation, and rainfall all combine to render every part of the Mississippi Valley capable of supporting a dense population.	#empty#	#empty#
-	0011	10/10	0.00	00021	AS A DWELLING-PLACE FOR CIVILIZED MAN IT IS BY FAR THE FIRST UPON OUR GLOBE.	#empty#	#empty#
chp01_00013	0012	1/1	8.33	00022	EDITOR'S TABLE, HARPER'S MAGAZINE, FEBRUARY 1863	three	three
chp01_00014	0013	1/1	87.50	00023	Chapter 1 The River and Its History/	chapter one the river and its history	chapter one the river and its history
chp01_00015	0014	1/8	100.00	00024	THE Mississippi is well worth reading about.	the mississippi is well worth reading about	THE Mississippi is well worth reading about
chp01_00016	0014	2/8	100.00	00025	It is not a commonplace river, but on the contrary is in all ways remarkable.	it is not a commonplace river but on the contrary is in all ways remarkable	It is not a commonplace river but on the contrary is in all ways remarkable
chp01_00017	0014	3/8	100.00	00026	Considering the Missouri its main branch, it is the longest river in the world -- four thousand three hundred miles.	considering the missouri its main branch it is the longest river in the world four thousand three hundred miles	Considering the Missouri its main branch it is the longest river in the world four thousand three hundred miles
chp01_00018	0014	4/8	100.00	00027	It seems safe to say that it is also the crookedest river in the world, since in one part of its journey it uses up one thousand three hundred miles to cover the same ground that the crow would fly over in six hundred and seventy-five.	it seems safe to say that it is also the crookedest river in the world since in one part of its journey it uses up one thousand three hundred miles to cover the same ground that the crow would fly over in six hundred and seventy-five	It seems safe to say that it is also the crookedest river in the world since in one part of its journey it uses up one thousand three hundred miles to cover the same ground that the crow would fly over in six hundred and seventy-five
chp01_00019	0014	5/8	100.00	00028	It discharges three times as much water as the St. Lawrence, twenty-five times as much as the Rhine, and three hundred and thirty-eight times as much as the Thames.	it discharges three times as much water as the saint lawrence twenty-five times as much as the rhine and three hundred and thirty-eight times as much as the thames	It discharges three times as much water as the Saint Lawrence twenty-five times as much as the Rhine and three hundred and thirty-eight times as much as the Thames
chp01_00020	0014	6/8	95.56	00029	No other river has so vast a drainage-basin: it draws its water supply from twenty-eight States and Territories; from Delaware, on the Atlantic seaboard, and from all the country between that and Idaho on the Pacific slope -- a spread of forty-five degrees of longitude.	no other river has so vast a drainage basin it draws its water supply from twenty-eight states and territories from delaware on the atlantic seaboard and from all the country between that and idaho on the pacific slope the spread out forty-five degrees of longitude	no other river has so vast a drainage basin it draws its water supply from twenty-eight states and territories from delaware on the atlantic seaboard and from all the country between that and idaho on the pacific slope the spread out forty-five degrees of longitude
chp01_00021	0014	7/8	96.55	00030	The Mississippi receives and carries to the Gulf water from fifty-four subordinate rivers that are navigable by steamboats, and from some hundreds that are navigable by flats and keels.	the mississippi receives and carries to the gulf water from it fifty-four subordinate rivers that are navigable by steamboats and from some hundreds that are navigable by flats and keels	the mississippi receives and carries to the gulf water from it fifty-four subordinate rivers that are navigable by steamboats and from some hundreds that are navigable by flats and keels
chp01_00022	0014	8/8	92.68	00031	The area of its drainage-basin is as great as the combined areas of England, Wales, Scotland, Ireland, France, Spain, Portugal, Germany, Austria, Italy, and Turkey; and almost all this wide region is fertile; the Mississippi valley, proper, is exceptionally so.	the area of its drainage basin is as great as the combined areas of england wales scotland ireland france spain portugal germany austria italy and turkey and almost all this wide region this frightful the mississippi valley proper it is exceptionally so	the area of its drainage basin is as great as the combined areas of england wales scotland ireland france spain portugal germany austria italy and turkey and almost all this wide region this frightful the mississippi valley proper it is exceptionally so
chp01_00023	0015	1/3	100.00	00032	It is a remarkable river in this: that instead of widening toward its mouth, it grows narrower; grows narrower and deeper.	it is a remarkable river in this that instead of widening toward its mouth it grows narrower grows narrower and deeper	It is a remarkable river in this that instead of widening toward its mouth it grows narrower grows narrower and deeper
chp01_00024	0015	2/3	100.00	00033	From the junction of the Ohio to a point half way down to the sea, the width averages a mile in high water: thence to the sea the width steadily diminishes, until, at the 'Passes,' above the mouth, it is but little over half a mile.	from the junction of the ohio to a point half way down to the sea the width averages a mile in high water thence to the sea the width steadily diminishes until at the passes above the mouth it is but little over half a mile	From the junction of the Ohio to a point half way down to the sea the width averages a mile in high water thence to the sea the width steadily diminishes until at the Passes above the mouth it is but little over half a mile
chp01_00025	0015	3/3	100.00	00034	At the junction of the Ohio the Mississippi's depth is eighty-seven feet; the depth increases gradually, reaching one hundred and twenty-nine just above the mouth.	at the junction of the ohio the mississippi's depth is eighty-seven feet the depth increases gradually reaching one hundred and twenty-nine just above the mouth	At the junction of the Ohio the Mississippi's depth is eighty-seven feet the depth increases gradually reaching one hundred and twenty-nine just above the mouth
chp01_00026	0016	1/3	100.00	00035	The difference in rise and fall is also remarkable -- not in the upper, but in the lower river.	the difference in rise and fall is also remarkable not in the upper but in the lower river	The difference in rise and fall is also remarkable not in the upper but in the lower river
chp01_00027	0016	2/3	100.00	00036	The rise is tolerably uniform down to Natchez (three hundred and sixty miles above the mouth) -- about fifty feet.	the rise is tolerably uniform down to natchez three hundred and sixty miles above the mouth about fifty feet	The rise is tolerably uniform down to Natchez three hundred and sixty miles above the mouth about fifty feet
chp01_00028	0016	3/3	100.00	00037	But at Bayou La Fourche the river rises only twenty-four feet; at New Orleans only fifteen, and just above the mouth only two and one half.	but at bayou la fourche the river rises only twenty-four feet at new orleans only fifteen and just above the mouth only two and one half	But at Bayou La Fourche the river rises only twenty-four feet at New Orleans only fifteen and just above the mouth only two and one half
chp01_00029	0017	1/2	100.00	00038	An article in the New Orleans 'Times-Democrat,' based upon reports of able engineers, states that the river annually empties four hundred and six million tons of mud into the Gulf of Mexico -- which brings to mind Captain Marryat's rude name for the Mississippi -- 'the Great Sewer.'	an article in the new orleans times democrat based upon reports of able engineers states that the river annually empties four hundred and six million tons of mud into the gulf of mexico which brings to mind captain marryat's rude name for the mississippi the great sewer	An article in the New Orleans Times Democrat based upon reports of able engineers states that the river annually empties four hundred and six million tons of mud into the Gulf of Mexico which brings to mind Captain Marryat's rude name for the Mississippi the Great Sewer
chp01_00030	0017	2/2	100.00	00039	This mud, solidified, would make a mass a mile square and two hundred and forty-one feet high.	this mud solidified would make a mass a mile square and two hundred and forty-one feet high	This mud solidified would make a mass a mile square and two hundred and forty-one feet high
chp01_00031	0018	1/4	94.59	00040	The mud deposit gradually extends the land -- but only gradually; it has extended it not quite a third of a mile in the two hundred years which have elapsed since the river took its place in history.	the mud deposit gradually extends the land but only gradually it has extended it not quite a third of a mile and a two hundred years which have elapsed since the river took its place in history	the mud deposit gradually extends the land but only gradually it has extended it not quite a third of a mile and a two hundred years which have elapsed since the river took its place in history
chp01_00032	0018	2/4	94.59	00041	The belief of the scientific people is, that the mouth used to be at Baton Rouge, where the hills cease, and that the two hundred miles of land between there and the Gulf was built by the river.	the belief of the scientific people is but the mouth used to be at baton rouge where the hills cease and that the two hundred miles of land between there and the gulf it was built by the river	the belief of the scientific people is but the mouth used to be at baton rouge where the hills cease and that the two hundred miles of land between there and the gulf it was built by the river
chp01_00033	0018	3/4	100.00	00042	This gives us the age of that piece of country, without any trouble at all -- one hundred and twenty thousand years.	this gives us the age of that piece of country without any trouble at all one hundred and twenty thousand years	This gives us the age of that piece of country without any trouble at all one hundred and twenty thousand years
chp01_00034	0018	4/4	100.00	00043	Yet it is much the youthfullest batch of country that lies around there anywhere.	yet it is much the youthfullest batch of country that lies around there anywhere	Yet it is much the youthfullest batch of country that lies around there anywhere
chp01_00035	0019	1/4	100.00	00044	The Mississippi is remarkable in still another way -- its disposition to make prodigious jumps by cutting through narrow necks of land, and thus straightening and shortening itself.	the mississippi is remarkable in still another way its disposition to make prodigious jumps by cutting through narrow necks of land and thus straightening and shortening itself	The Mississippi is remarkable in still another way its disposition to make prodigious jumps by cutting through narrow necks of land and thus straightening and shortening itself
chp01_00036	0019	2/4	100.00	00045	More than once it has shortened itself thirty miles at a single jump!	more than once it has shortened itself thirty miles at a single jump	More than once it has shortened itself thirty miles at a single jump
chp01_00037	0019	3/4	100.00	00046	These cut-offs have had curious effects: they have thrown several river towns out into the rural districts, and built up sand bars and forests in front of them.	these cut offs have had curious effects they have thrown several river towns out into the rural districts and built up sand bars and forests in front of them	These cut offs have had curious effects they have thrown several river towns out into the rural districts and built up sand bars and forests in front of them
chp01_00038	0019	4/4	100.00	00047	The town of Delta used to be three miles below Vicksburg: a recent cutoff has radically changed the position, and Delta is now TWO MILES ABOVE Vicksburg.	the town of delta used to be three miles below vicksburg a recent cutoff has radically changed the position and delta is now two miles above vicksburg	The town of Delta used to be three miles below Vicksburg a recent cutoff has radically changed the position and Delta is now TWO MILES ABOVE Vicksburg
chp01_00039	0020	1/3	100.00	00048	Both of these river towns have been retired to the country by that cut-off.	both of these river towns have been retired to the country by that cut-off	Both of these river towns have been retired to the country by that cut-off
chp01_00040	0020	2/3	100.00	00049	A cut-off plays havoc with boundary lines and jurisdictions: for instance, a man is living in the State of Mississippi to-day, a cut-off occurs to-night, and to-morrow the man finds himself and his land over on the other side of the river, within the boundaries and subject to the laws of the State of Louisiana!	a cut-off plays havoc with boundary lines and jurisdictions for instance a man is living in the state of mississippi to-day a cut-off occurs to night and to morrow the man finds himself and his land over on the other side of the river within the boundaries and subject to the laws of the state of louisiana	A cut-off plays havoc with boundary lines and jurisdictions for instance a man is living in the State of Mississippi to-day a cut-off occurs to night and to morrow the man finds himself and his land over on the other side of the river within the boundaries and subject to the laws of the State of Louisiana
chp01_00041	0020	3/3	92.86	00050	Such a thing, happening in the upper river in the old times, could have transferred a slave from Missouri to Illinois and made a free man of him.	such a thing happening in the upper rivers in the old times could have transferred a slave from missouri to illinois i made a free man of him	such a thing happening in the upper rivers in the old times could have transferred a slave from missouri to illinois i made a free man of him
chp01_00042	0021	1/5	100.00	00051	The Mississippi does not alter its locality by cut-offs alone: it is always changing its habitat BODILY -- is always moving bodily SIDEWISE.	the mississippi does not alter its locality by cut offs alone it is always changing its habitat bodily is always moving bodily sidewise	The Mississippi does not alter its locality by cut offs alone it is always changing its habitat BODILY is always moving bodily SIDEWISE
chp01_00043	0021	2/5	100.00	00052	At Hard Times, La., the river is two miles west of the region it used to occupy.	at hard times louisiana the river is two miles west of the region it used to occupy	At Hard Times Louisiana the river is two miles west of the region it used to occupy
chp01_00044	0021	3/5	100.00	00053	As a result, the original SITE of that settlement is not now in Louisiana at all, but on the other side of the river, in the State of Mississippi.	as a result the original site of that settlement is not now in louisiana at all but on the other side of the river in the state of mississippi	As a result the original SITE of that settlement is not now in Louisiana at all but on the other side of the river in the State of Mississippi
chp01_00045	0021	4/5	96.88	00054	NEARLY THE WHOLE OF THAT ONE THOUSAND THREE HUNDRED MILES OF OLD MISSISSIPPI RIVER WHICH LA SALLE FLOATED DOWN IN HIS CANOES, TWO HUNDRED YEARS AGO, IS GOOD SOLID DRY GROUND NOW.	nearly the whole of that one thousand three hundred miles of old mississippi river which la salle floated down in his canoes two hundred years ago it is good solid dry ground now	nearly the whole of that one thousand three hundred miles of old mississippi river which la salle floated down in his canoes two hundred years ago it is good solid dry ground now
chp01_00046	0021	5/5	100.00	00055	The river lies to the right of it, in places, and to the left of it in other places.	the river lies to the right of it in places and to the left of it in other places	The river lies to the right of it in places and to the left of it in other places
chp01_00047	0022	1/1	100.00	00056	Although the Mississippi's mud builds land but slowly, down at the mouth, where the Gulfs billows interfere with its work, it builds fast enough in better protected regions higher up: for instance, Prophet's Island contained one thousand five hundred acres of land thirty years ago; since then the river has added seven hundred acres to it.	although the mississippi's mud builds land but slowly down at the mouth where the gulfs billows interfere with its work it builds fast enough in better protected regions higher up for instance prophet's island contained one thousand five hundred acres of land thirty years ago since then the river has added seven hundred acres to it	Although the Mississippi's mud builds land but slowly down at the mouth where the Gulfs billows interfere with its work it builds fast enough in better protected regions higher up for instance Prophet's Island contained one thousand five hundred acres of land thirty years ago since then the river has added seven hundred acres to it
chp01_00048	0023	1/1	100.00	00057	But enough of these examples of the mighty stream's eccentricities for the present -- I will give a few more of them further along in the book.	but enough of these examples of the mighty stream's eccentricities for the present i will give a few more of them further along in the book	But enough of these examples of the mighty stream's eccentricities for the present I will give a few more of them further along in the book
chp01_00049	0024	1/2	100.00	00058	Let us drop the Mississippi's physical history, and say a word about its historical history -- so to speak.	let us drop the mississippi's physical history and say a word about its historical history so to speak	Let us drop the Mississippi's physical history and say a word about its historical history so to speak
chp01_00050	0024	2/2	100.00	00059	We can glance briefly at its slumbrous first epoch in a couple of short chapters; at its second and wider-awake epoch in a couple more; at its flushest and widest-awake epoch in a good many succeeding chapters; and then talk about its comparatively tranquil present epoch in what shall be left of the book.	we can glance briefly at its slumbrous first epoch in a couple of short chapters at its second and wider-awake epoch in a couple more at its flushest and widest awake epoch in a good many succeeding chapters and then talk about its comparatively tranquil present epoch in what shall be left of the book	We can glance briefly at its slumbrous first epoch in a couple of short chapters at its second and wider-awake epoch in a couple more at its flushest and widest awake epoch in a good many succeeding chapters and then talk about its comparatively tranquil present epoch in what shall be left of the book
chp01_00051	0025	1/4	100.00	00060	The world and the books are so accustomed to use, and over-use, the word 'new' in connection with our country, that we early get and permanently retain the impression that there is nothing old about it.	the world and the books are so accustomed to use and over use the word new in connection with our country that we early get and permanently retain the impression that there is nothing old about it	The world and the books are so accustomed to use and over use the word new in connection with our country that we early get and permanently retain the impression that there is nothing old about it
chp01_00052	0025	2/4	100.00	00061	We do of course know that there are several comparatively old dates in American history, but the mere figures convey to our minds no just idea, no distinct realization, of the stretch of time which they represent.	we do of course know that there are several comparatively old dates in american history but the mere figures convey to our minds no just idea no distinct realization of the stretch of time which they represent	We do of course know that there are several comparatively old dates in American history but the mere figures convey to our minds no just idea no distinct realization of the stretch of time which they represent
chp01_00053	0025	3/4	98.53	00062	To say that De Soto, the first white man who ever saw the Mississippi River, saw it in 1542, is a remark which states a fact without interpreting it: it is something like giving the dimensions of a sunset by astronomical measurements, and cataloguing the colors by their scientific names; -- as a result, you get the bald fact of the sunset, but you don't see the sunset.	to say that de soto the first white man who ever saw the mississippi river saw it in fifteen forty two it is a remark which states a fact without interpreting it it is something like giving the dimensions of a sunset by astronomical measurements and cataloguing the colors by their scientific names as a result you get the bald fact of the sunset but you don't see the sunset	to say that de soto the first white man who ever saw the mississippi river saw it in fifteen forty two it is a remark which states a fact without interpreting it it is something like giving the dimensions of a sunset by astronomical measurements and cataloguing the colors by their scientific names as a result you get the bald fact of the sunset but you don't see the sunset
chp01_00054	0025	4/4	100.00	00063	It would have been better to paint a picture of it.	it would have been better to paint a picture of it	It would have been better to paint a picture of it
chp01_00055	0026	1/1	90.57	00064	The date 1542, standing by itself, means little or nothing to us; but when one groups a few neighboring historical dates and facts around it, he adds perspective and color, and then realizes that this is one of the American dates which is quite respectable for age.	the date fifteen forty two standing by itself means little or nothing to us but when one groups a few neighboring historical dates and facts around it he adds perspective and color and then realizes that this is one of the american dates which is quite respectable for age	the date fifteen forty two standing by itself means little or nothing to us but when one groups a few neighboring historical dates and facts around it he adds perspective and color and then realizes that this is one of the american dates which is quite respectable for age
chp01_00056	0027	1/6	86.36	00065	For instance, when the Mississippi was first seen by a white man, less than a quarter of a century had elapsed since Francis I.'s defeat at Pavia; the death of Raphael; the death of Bayard, SANS PEUR ET SANS REPROCHE; the driving out of the Knights-Hospitallers from Rhodes by the Turks; and the placarding of the Ninety-Five Propositions, -- the act which began the Reformation.	for instance when the mississippi was first seen by a white man less than a quarter of a century had elapsed since francis the first defeat at it all the death of raphael the death of bayard some thought as our approach the driving out of the knights hospitallers from rhodes by the turks and the placarding of the ninety-five propositions the act which began the reformation	for instance when the mississippi was first seen by a white man less than a quarter of a century had elapsed since francis the first defeat at it all the death of raphael the death of bayard some thought as our approach the driving out of the knights hospitallers from rhodes by the turks and the placarding of the ninety-five propositions the act which began the reformation
chp01_00057	0027	2/6	98.18	00066	When De Soto took his glimpse of the river, Ignatius Loyola was an obscure name; the order of the Jesuits was not yet a year old; Michael Angelo's paint was not yet dry on the Last Judgment in the Sistine Chapel; Mary Queen of Scots was not yet born, but would be before the year closed.	when de soto took his glimpse of the river ignatius loyola was an obscure name the orders of the jesuits was not yet a year old michael angelo's paint was not yet dry on the last judgment in the sistine chapel mary queen of scots was not yet born but would be before the year closed	when de soto took his glimpse of the river ignatius loyola was an obscure name the orders of the jesuits was not yet a year old michael angelo's paint was not yet dry on the last judgment in the sistine chapel mary queen of scots was not yet born but would be before the year closed
chp01_00058	0027	3/6	96.25	00067	Catherine de Medici was a child; Elizabeth of England was not yet in her teens; Calvin, Benvenuto Cellini, and the Emperor Charles V. were at the top of their fame, and each was manufacturing history after his own peculiar fashion; Margaret of Navarre was writing the 'Heptameron' and some religious books, -- the first survives, the others are forgotten, wit and indelicacy being sometimes better literature preservers than holiness; lax court morals and the absurd chivalry business were in full feather,	catherine de medici was a child elizabeth of england was not yet in her teens calvin benvenuto cellini and the emperor charles the south or at the top of their fame and each was manufacturing history after his own peculiar fashion margaret of navarre was writing the heptameron and some religious books the first survives the others are forgotten wit and indelicacy being sometimes better literature preservers than holiness lax court morals and the absurd chivalry business were in full feather	catherine de medici was a child elizabeth of england was not yet in her teens calvin benvenuto cellini and the emperor charles the south or at the top of their fame and each was manufacturing history after his own peculiar fashion margaret of navarre was writing the heptameron and some religious books the first survives the others are forgotten wit and indelicacy being sometimes better literature preservers than holiness lax court morals and the absurd chivalry business were in full feather
chp01_00059	0027	4/6	100.00	00068	and the joust and the tournament were the frequent pastime of titled fine gentlemen who could fight better than they could spell, while religion was the passion of their ladies, and classifying their offspring into children of full rank and children by brevet their pastime.	and the joust and the tournament were the frequent pastime of titled fine gentlemen who could fight better than they could spell while religion was the passion of their ladies and classifying their offspring into children of full rank and children by brevet their pastime	and the joust and the tournament were the frequent pastime of titled fine gentlemen who could fight better than they could spell while religion was the passion of their ladies and classifying their offspring into children of full rank and children by brevet their pastime
chp01_00060	0027	5/6	98.65	00069	In fact, all around, religion was in a peculiarly blooming condition: the Council of Trent was being called; the Spanish Inquisition was roasting, and racking, and burning, with a free hand; elsewhere on the continent the nations were being persuaded to holy living by the sword and fire; in England, Henry VIII. had suppressed the monasteries, burnt Fisher and another bishop or two, and was getting his English reformation and his harem effectively started.	in fact all around religion was in a peculiarly blooming condition the council of trent was being called the spanish inquisition was roasting and racking and burning with a free hand elsewhere on the continent the nations were being persuaded to holy living by the sword and fire in england henry days had suppressed the monasteries burnt fisher and another bishop or two and was getting his english reformation and his harem effectively started	in fact all around religion was in a peculiarly blooming condition the council of trent was being called the spanish inquisition was roasting and racking and burning with a free hand elsewhere on the continent the nations were being persuaded to holy living by the sword and fire in england henry days had suppressed the monasteries burnt fisher and another bishop or two and was getting his english reformation and his harem effectively started
chp01_00061	0027	6/6	96.77	00070	When De Soto stood on the banks of the Mississippi, it was still two years before Luther's death; eleven years before the burning of Servetus; thirty years before the St. Bartholomew slaughter; Rabelais was not yet published; 'Don Quixote' was not yet written; Shakespeare was not yet born; a hundred long years must still elapse before Englishmen would hear the name of Oliver Cromwell.	when de soto stood on the banks of the mississippi it was still two years before luther's death eleven years before the burning of servetus saturday years before the saint bartholomew slaughter rabelais was not yet published don quixote was not yet written shakespeare was not yet born a hundred long years must still elapse before englishmen could hear the name of oliver cromwell	when de soto stood on the banks of the mississippi it was still two years before luther's death eleven years before the burning of servetus saturday years before the saint bartholomew slaughter rabelais was not yet published don quixote was not yet written shakespeare was not yet born a hundred long years must still elapse before englishmen could hear the name of oliver cromwell
chp01_00062	0028	1/1	100.00	00071	Unquestionably the discovery of the Mississippi is a datable fact which considerably mellows and modifies the shiny newness of our country, and gives her a most respectable outside-aspect of rustiness and antiquity.	unquestionably the discovery of the mississippi is a datable fact which considerably mellows and modifies the shiny newness of our country and gives her a most respectable outside aspect of rustiness and antiquity	Unquestionably the discovery of the Mississippi is a datable fact which considerably mellows and modifies the shiny newness of our country and gives her a most respectable outside aspect of rustiness and antiquity
chp01_00063	0029	1/7	100.00	00072	De Soto merely glimpsed the river, then died and was buried in it by his priests and soldiers.	de soto merely glimpsed the river then died and was buried in it by his priests and soldiers	De Soto merely glimpsed the river then died and was buried in it by his priests and soldiers
chp01_00064	0029	2/7	100.00	00073	One would expect the priests and the soldiers to multiply the river's dimensions by ten -- the Spanish custom of the day -- and thus move other adventurers to go at once and explore it.	one would expect the priests and the soldiers to multiply the river's dimensions by ten the spanish custom of the day and thus move other adventurers to go at once and explore it	One would expect the priests and the soldiers to multiply the river's dimensions by ten the Spanish custom of the day and thus move other adventurers to go at once and explore it
chp01_00065	0029	3/7	100.00	00074	On the contrary, their narratives when they reached home, did not excite that amount of curiosity.	on the contrary their narratives when they reached home did not excite that amount of curiosity	On the contrary their narratives when they reached home did not excite that amount of curiosity
chp01_00066	0029	4/7	100.00	00075	The Mississippi was left unvisited by whites during a term of years which seems incredible in our energetic days.	the mississippi was left unvisited by whites during a term of years which seems incredible in our energetic days	The Mississippi was left unvisited by whites during a term of years which seems incredible in our energetic days
chp01_00067	0029	5/7	100.00	00076	One may 'sense' the interval to his mind, after a fashion, by dividing it up in this way: After De Soto glimpsed the river, a fraction short of a quarter of a century elapsed, and then Shakespeare was born; lived a trifle more than half a century, then died; and when he had been in his grave considerably more than half a century, the SECOND white man saw the Mississippi.	one may sense the interval to his mind after a fashion by dividing it up in this way after de soto glimpsed the river a fraction short of a quarter of a century elapsed and then shakespeare was born lived a trifle more than half a century then died and when he had been in his grave considerably more than half a century the second white man saw the mississippi	One may sense the interval to his mind after a fashion by dividing it up in this way After De Soto glimpsed the river a fraction short of a quarter of a century elapsed and then Shakespeare was born lived a trifle more than half a century then died and when he had been in his grave considerably more than half a century the SECOND white man saw the Mississippi
chp01_00068	0029	6/7	100.00	00077	In our day we don't allow a hundred and thirty years to elapse between glimpses of a marvel.	in our day we don't allow a hundred and thirty years to elapse between glimpses of a marvel	In our day we don't allow a hundred and thirty years to elapse between glimpses of a marvel
chp01_00069	0029	7/7	97.56	00078	If somebody should discover a creek in the county next to the one that the North Pole is in, Europe and America would start fifteen costly expeditions thither: one to explore the creek, and the other fourteen to hunt for each other.	if somebody should discover a creek in the county next to the one that the north pole is in it europe and america would start fifteen costly expeditions thither one to explore the creek and the other fourteen to hunt for each other	if somebody should discover a creek in the county next to the one that the north pole is in it europe and america would start fifteen costly expeditions thither one to explore the creek and the other fourteen to hunt for each other
chp01_00070	0030	1/6	100.00	00079	For more than a hundred and fifty years there had been white settlements on our Atlantic coasts.	for more than a hundred and fifty years there had been white settlements on our atlantic coasts	For more than a hundred and fifty years there had been white settlements on our Atlantic coasts
chp01_00071	0030	2/6	100.00	00080	These people were in intimate communication with the Indians: in the south the Spaniards were robbing, slaughtering, enslaving and converting them; higher up, the English were trading beads and blankets to them for a consideration, and throwing in civilization and whiskey, 'for lagniappe;' and in Canada the French were schooling them in a rudimentary way, missionarying among them, and drawing whole populations of them at a time to Quebec, and later to Montreal, to buy furs of them.	these people were in intimate communication with the indians in the south the spaniards were robbing slaughtering enslaving and converting them higher up the english were trading beads and blankets to them for a consideration and throwing in civilization and whiskey for lagniappe and in canada the french were schooling them in a rudimentary way missionarying among them and drawing whole populations of them at a time to quebec and later to montreal to buy furs of them	These people were in intimate communication with the Indians in the south the Spaniards were robbing slaughtering enslaving and converting them higher up the English were trading beads and blankets to them for a consideration and throwing in civilization and whiskey for lagniappe and in Canada the French were schooling them in a rudimentary way missionarying among them and drawing whole populations of them at a time to Quebec and later to Montreal to buy furs of them
chp01_00072	0030	3/6	97.50	00081	Necessarily, then, these various clusters of whites must have heard of the great river of the far west; and indeed, they did hear of it vaguely, -- so vaguely and indefinitely, that its course, proportions, and locality were hardly even guessable.	necessarily then these various clusters of whites must have heard of the great river of the far west and indeed they did hear of it vaguely so vaguely and indefinitely that its course proportions i locality were hardly even guessable	necessarily then these various clusters of whites must have heard of the great river of the far west and indeed they did hear of it vaguely so vaguely and indefinitely that its course proportions i locality were hardly even guessable
chp01_00073	0030	4/6	100.00	00082	The mere mysteriousness of the matter ought to have fired curiosity and compelled exploration; but this did not occur.	the mere mysteriousness of the matter ought to have fired curiosity and compelled exploration but this did not occur	The mere mysteriousness of the matter ought to have fired curiosity and compelled exploration but this did not occur
